# stem	genders(m,f,n)	kind — from Monier-Williams (CDSL), see scripts/import-mw.ts
ध्वस्तरजःसत्त्वतमोमल		adj
ध्वस्ताक्ष		adj
ध्वस्ति	f	noun
ध्वस्मन्	m	noun
ध्वस्मन्वत्	n	noun,adj
ध्वस्र	m	noun,adj
ध्वाक्षा	f	noun
ध्वाङ्क्ष	m	noun
ध्वाङ्क्षजङ्घा	f	noun
ध्वाङ्क्षजम्बू	f	noun
ध्वाङ्क्षतीर्थ	n	noun
ध्वाङ्क्षतुण्डफल	m	noun
ध्वाङ्क्षतुण्डा	f	noun
ध्वाङ्क्षदन्ती	f	noun
ध्वाङ्क्षनामन्	m	noun
ध्वाङ्क्षनाम्नी	f	noun
ध्वाङ्क्षनाशनी	f	noun
ध्वाङ्क्षनासा	f	noun
ध्वाङ्क्षपुष्ट	m	noun
ध्वाङ्क्षमाची	f	noun
ध्वाङ्क्षवल्ली	f	noun
ध्वाङ्क्षा	f	noun
ध्वाङ्क्षादनी	f	noun
ध्वाङ्क्षाराति	m	noun
ध्वाङ्क्षिका	f	noun
ध्वाङ्क्षी	f	noun
ध्वान	m	noun
ध्वानायन	m	noun
ध्वानित		adj
ध्वानितदुन्दुभि	m	noun
ध्वान्त	m,n	noun,adj
ध्वान्तचित्त	m	noun
ध्वान्तजाल	n	noun
ध्वान्तदीपिका	f	noun
ध्वान्तमणि	m	noun
ध्वान्तशात्रव	m	noun
ध्वान्तसंतति	f	noun
ध्वान्ताराति	m	noun
ध्वान्तोन्मेष	m	noun
ध्वृत्		adj
न	m	noun,adj
नंश	m	noun
नंशुक		adj
नंष्टव्य		adj
नंष्टृ		adj
नंहस	m	noun
नःक्षुद्र		adj
नक	m,n	noun
नकार	m	noun
नकारविपुला	f	noun
नकिंचन		adj
नकिंचिदपिसंकल्प	m	noun
नकिंचिद्	n	noun
नकिम्		ind
नकिस्		ind
नकीम्		ind
नकुट	n	noun
नकुतश्चिद्		ind
नकुतश्चिद्भय		adj
नकुल	m,n	noun,adj
नकुलक	m,n	noun
नकुलत्व	n	noun
नकुला	f	noun
नकुलाद्या	f	noun
नकुलान्धता	f	noun
नकुलान्ध्य	n	noun
नकुलिका	f	noun
नकुली	f	noun
नकुलीवागीश्वरीमन्त्रविधान	n	noun
नकुलीश	m	noun
नकुलीशदर्शन	n	noun
नकुलीशपाशुपत	m	noun
नकुलीशयोगपारायण	n	noun
नकुलेष्टा	f	noun
नकुलोष्ठी	f	noun
नक्		ind
नक्त	m,n	noun
नक्तं		ind
नक्तंचर	m	noun,adj
नक्तंचरी	f	noun
नक्तंचरेश्वर	m	noun
नक्तंचर्या	f	noun
नक्तंचारिन्	m	noun,adj
नक्तंजात		adj
नक्तंदिन	n	noun
नक्तंदिनम्		ind
नक्तंदिवम्		ind
नक्तंसमय	m	noun
नक्तंहोम	m	noun
नक्तक	m	noun
नक्तकालनिर्णय	m	noun
नक्तचारिन्	m	noun,adj
नक्तभोजन	n	noun
नक्तभोजित्व	n	noun
नक्तभोजिन्		adj
नक्तमाल	m	noun
नक्तमुखा	f	noun
नक्तम्		ind
नक्तम्प्रभव		adj
नक्तम्भाग		adj
नक्तम्भोगिन्		adj
नक्तया		ind
नक्तवत्		adj
नक्तव्रत	n	noun
नक्ता	f	noun
नक्तान्ध		adj
नक्तान्ध्य	n	noun
नक्ताशिन्		adj
नक्ति	f	noun
नक्तोषासा	f	noun
नक्र	m,n	noun
नक्रकेतन	m	noun
नक्रचक्र	n	noun
नक्रमक्षिका	f	noun
नक्रराज्	m	noun
नक्रहारक	m	noun
नक्रा	f	noun
नक्षत्		adj
नक्षत्र	n	noun
नक्षत्रकल्प	m	noun
नक्षत्रकान्तिविस्तार	m	noun
नक्षत्रकूर्म	m	noun
नक्षत्रकूर्मचार	m	noun
नक्षत्रकूर्मविभाग	m	noun
नक्षत्रकोश	m	noun
नक्षत्रग्रहयुत्यधिकार	m	noun
नक्षत्रग्रहोत्पात	m	noun
नक्षत्रग्रामयाजक	m	noun
नक्षत्रचक्र	n	noun
नक्षत्रचिन्तामणि	m	noun
नक्षत्रजा	m	noun,adj
नक्षत्रजातक	n	noun
नक्षत्रताराराजादित्य	m	noun
नक्षत्रदर्श	m	noun
नक्षत्रदानविधि	m	noun
नक्षत्रदेवत		adj
नक्षत्रदेवताकथन	n	noun
नक्षत्रद्वंद्व	n	noun
नक्षत्रनाथ	m	noun
नक्षत्रनाम		adj
नक्षत्रनामन्	n	noun
नक्षत्रनिघण्टु	m	noun
नक्षत्रनिर्देश	m	noun
नक्षत्रनेमि	f,m	noun
नक्षत्रन्यास	m	noun
नक्षत्रप	m	noun
नक्षत्रपटलोपायदान	n	noun
नक्षत्रपति	m	noun
नक्षत्रपतिनन्दन	m	noun
नक्षत्रपथ	m	noun
नक्षत्रपथवर्चस्	n	noun
नक्षत्रपाठक	m	noun
नक्षत्रपात	m	noun
नक्षत्रपुरुष	m	noun
नक्षत्रपुरुषव्रत	n	noun
नक्षत्रपूजित		adj
नक्षत्रप्रकरण	n	noun
नक्षत्रप्रश्न	m	noun
नक्षत्रफल	n	noun
नक्षत्रभक्ति	f	noun
नक्षत्रभुक्तघटीचक्र	n	noun
नक्षत्रमण्डल	n	noun
नक्षत्रमार्ग	m	noun
नक्षत्रमाला	f	noun
नक्षत्रमालिका	f	noun
नक्षत्रयज्ञ	m	noun
नक्षत्रयाजक		adj
नक्षत्रयोग	m	noun
नक्षत्रयोगदान	n	noun
नक्षत्रयोगिनी	f	noun
नक्षत्रयोगिन्		adj
नक्षत्रराज	m	noun
नक्षत्रराजप्रभावभासगर्भ	m	noun
नक्षत्रराजविक्रीडित	m	noun
नक्षत्रराजसंकुसुमिताभिज्ञ	m	noun
नक्षत्रलोक	m	noun
नक्षत्रवर्त्मन्	n	noun
नक्षत्रवादमालिका	f	noun
नक्षत्रवादावली	f	noun
नक्षत्रविद्या	f	noun
नक्षत्रविधान	n	noun
नक्षत्रवीथी	f	noun
नक्षत्रवृक्ष	m	noun
नक्षत्रवृष्टि	f	noun
नक्षत्रव्यूह	m	noun
नक्षत्रशवस्		adj
नक्षत्रशान्ति	f	noun
नक्षत्रशुद्धिप्रकरण	n	noun
नक्षत्रसंवत्सर	m	noun
नक्षत्रसत्त्र	n	noun
नक्षत्रसत्त्रप्रयोग	m	noun
नक्षत्रसत्त्रहौत्र	n	noun
नक्षत्रसत्त्रेष्टिप्रयोग	m	noun
नक्षत्रसत्त्रेष्टिहौत्रप्रयोग	m	noun
नक्षत्रसमुच्चय	m	noun
नक्षत्रसूचक	m	noun
नक्षत्रस्तोम	m	noun
नक्षत्रस्थापन	n	noun
नक्षत्राधिप	m	noun
नक्षत्राधिपति	m	noun
नक्षत्राभिधान	n	noun
नक्षत्राश्रय		adj
नक्षत्रिन्	m	noun
नक्षत्रिय		adj
नक्षत्रेश	m	noun
नक्षत्रेष्टका	f	noun
नक्षत्रेष्टि	f	noun
नक्षत्रेष्टिनिरूपण	n	noun
नक्षत्रेष्टिपद्धति	f	noun
नक्षत्रेष्टिप्रयोग	m	noun
नक्षत्रेष्टिहोम	m	noun
नक्षत्रेष्टिहौत्र	n	noun
नक्षत्रोपजीविन्	m	noun
नक्षद्दाभ		adj
नक्ष्य		adj
नख	f,m,n	noun
नखक	m	noun
नखकुट्ट	m	noun
नखखादिन्		adj
नखगुच्छफला	f	noun
नखच्छेद	m	noun
नखच्छेदन	n	noun
नखच्छेद्य		adj
नखजाह	n	noun
नखदारण	m	noun
नखनिकृन्तन	m	noun
नखनिर्भिन्न		adj
नखनिष्पाविका	f	noun
नखन्यास	m	noun
नखपद	n	noun
नखपर्णी	f	noun
नखपुञ्जफला	f	noun
नखपुष्पी	f	noun
नखपूर्विका	f	noun
नखप्रच	n	noun
नखफलिनी	f	noun
नखभिन्न		adj
नखमुच	n	noun
नखम्पच		adj
नखर	m	noun,adj
नखरजनी	f	noun
नखरञ्जनी	f	noun
नखररजनी	f	noun
नखरायुध	m	noun
नखराह्व	m	noun
नखरी	f	noun
नखलेखक	m	noun
नखलेखा	f	noun
नखवादन	n	noun
नखविलेखा	f	noun
नखविष		adj
नखविष्किर	m	noun
नखवृक्ष	m	noun
नखव्रण	n	noun
नखशङ्ख	m	noun
नखांशु	m	noun
नखाग्र	n	noun
नखाघात	m	noun
नखाङ्क	m	noun
नखाङ्ग	n	noun
नखाच्छोटनिका	f	noun
नखानखि		ind
नखायुध	m	noun,adj
नखायुधत्व	n	noun
नखारि	m	noun
नखार्थ	m	noun
नखालि	f	noun
नखालु	m	noun
नखावपूत		adj
नखाशिन्	m	noun
नखिन्	m	noun,adj
नग	m	noun
नगकर्णी	f	noun
नगज	m	noun,adj
नगजा	f	noun
नगणा	f	noun
नगनदी	f	noun
नगनन्दिनी	f	noun
नगनिम्नगा	f	noun
नगपति	m	noun
नगभिद्	m	noun
नगभू	m	noun,adj
नगमूर्धन्	m	noun
नगर	n	noun
नगरकाक	m	noun
नगरगामिन्		adj
नगरघात	m	noun
नगरचतुष्पथ	m	noun
नगरजन	m	noun
नगरदैवत	n	noun
नगरदैवतवत्		ind
नगरद्वार	n	noun
नगरद्वारकूटक	n	noun
नगरधनविहार	m	noun
नगरन्ध्रकर	m	noun
नगरपति	m	noun
नगरपुर	n	noun
नगरप्रदक्षिणा	f	noun
नगरप्रान्त	m	noun
नगरबाहु	m	noun
नगरबाह्य		adj
नगरमण्डना	f	noun
नगरमर्दिन्	m	noun
नगरमालिन्		adj
नगरमुस्ता	f	noun
नगरमोष	m	noun
नगररक्षाधिकृत	m	noun
नगररक्षिन्	m	noun
नगरवायस	m	noun
नगरवासिन्		adj
नगरवृद्ध	m	noun
नगरसम्मित		adj
नगरस्थ	m	noun
नगरस्वामिन्	m	noun
नगराधिकृत	m	noun
नगराभ्याश	m	noun
नगरिन्	m	noun
नगरी	f	noun
नगरीनिरोध	m	noun
